datetime,oveFan_u,oveHeaPumY_u,ovePum_u,reaTSetCoo_y,reaTSetHea_y,reaTZon_y,time,weaSta_reaWeaHDirNor_y,weaSta_reaWeaTDryBul_y,rewards
2023-10-21 01:12:35,1.0,0.800000011920929,1.0,297.15,294.15,304.73692326768224,25319555.0,0.0,281.1107409550651,-0.001232754881575926
2023-10-21 01:13:05,1.0,0.800000011920929,1.0,297.15,294.15,304.73785400280417,25319585.0,0.0,281.1088724304257,-0.001232754881575926
2023-10-21 01:13:35,1.0,0.800000011920929,1.0,297.15,294.15,304.73879901258954,25319615.0,0.0,281.1069814097927,-0.001232754881575926
2023-10-21 01:14:05,1.0,0.800000011920929,1.0,297.15,294.15,304.7397579297598,25319645.0,0.0,281.1050680133584,-0.001232754881575926
2023-10-21 01:14:35,1.0,0.800000011920929,1.0,297.15,294.15,304.74073037343743,25319675.0,0.0,281.10313236131515,-0.001232754881575926
2023-10-21 01:15:05,1.0,0.800000011920929,1.0,297.15,294.15,304.74171595218377,25319705.0,0.0,281.1011745738552,-0.001232754881575926
2023-10-21 01:15:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.74271414426795,25319735.0,0.0,281.0991947711709,-0.0010635382001981664
2023-10-21 01:16:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7437233491496,25319765.0,0.0,281.09719307345455,-0.0010635382001981664
2023-10-21 01:16:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.74474086781674,25319795.0,0.0,281.09516960089843,-0.0010635382001981664
2023-10-21 01:17:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.74576382878496,25319825.0,0.0,281.0931244736949,-0.0010635382001981664
2023-10-21 01:17:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7467895948199,25319855.0,0.0,281.0910578120363,-0.0010635382001981664
2023-10-21 01:18:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7478158935263,25319885.0,0.0,281.0889697361148,-0.0010635382001981664
2023-10-21 01:18:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.74884076759685,25319915.0,0.0,281.08686036612283,-0.0010635382001981664
2023-10-21 01:19:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.74986255276855,25319945.0,0.0,281.0847298222526,-0.0010635382001981664
2023-10-21 01:19:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7508798232003,25319975.0,0.0,281.08257822469653,-0.0010635382001981664
2023-10-21 01:20:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.75189137913003,25320005.0,0.0,281.08040569364687,-0.0010635382001981664
2023-10-21 01:20:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7528961810325,25320035.0,0.0,281.0782123492959,-0.0010635382001981664
2023-10-21 01:21:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7538942534808,25320065.0,0.0,281.075998311836,-0.0010635382001981664
2023-10-21 01:21:35,1.0,0.6000000238418579,1.0,297.15,294.15,304.7548863441913,25320095.0,0.0,281.07376370145937,-0.0010635382001981664
2023-10-21 01:22:05,1.0,0.6000000238418579,1.0,297.15,294.15,304.7558730118658,25320125.0,0.0,281.0715086383584,-0.0010635382001981664
